"order_no","status","timestamp","dist","net","comm","pickup","dropoff"
"redacted","COMPLETED","Monday, November 3, 2025 10:21 AM","3.5","50.4","12.6",redacted,redacted
"redacted","COMPLETED","Monday, November 3, 2025 12:32 PM","10.4","112.8","28.2",redacted,redacted
"redacted","COMPLETED","Monday, November 3, 2025 8:14 PM","7.4","79.2","19.8",redacted,redacted
"redacted","COMPLETED","Monday, November 3, 2025 10:24 PM","20.7","236.0","59.0",redacted,redacted
"redacted","CUSTOMER CANCELLED","Monday, November 3, 2025 11:21 AM","0.0","0.0","0.0",redacted,redacted
"redacted","COMPLETED","Monday, November 3, 2025 8:16 AM","11.1","120.8","30.2",redacted,redacted
"redacted","COMPLETED","Monday, November 3, 2025 11:02 AM","2.4","43.2","10.8",redacted,redacted
"redacted","COMPLETED","Monday, November 3, 2025 7:07 PM","15.7","176.0","44.0",redacted,redacted
"redacted","COMPLETED","Tuesday, November 4, 2025 10:06 PM","10.0","108.0","27.0",redacted,redacted
"redacted","COMPLETED","Tuesday, November 4, 2025 6:30 PM","20.5","233.6","58.4",redacted,redacted
"redacted","CUSTOMER CANCELLED","Tuesday, November 4, 2025 6:11 PM","0.0","0.0","0.0",redacted,redacted
"redacted","DRIVER CANCELLED","Tuesday, November 4, 2025 10:45 PM","0.0","0.0","0.0",redacted,redacted
"redacted","COMPLETED","Tuesday, November 4, 2025 8:03 PM","7.6","80.0","20.0",redacted,redacted
"redacted","COMPLETED","Tuesday, November 4, 2025 5:23 PM","8.5","89.6","22.4",redacted,redacted
"redacted","COMPLETED","Tuesday, November 4, 2025 4:27 PM","8.8","92.8","23.2",redacted,redacted
"redacted","COMPLETED","Tuesday, November 4, 2025 8:52 PM","17.0","191.2","47.8",redacted,redacted
"redacted","COMPLETED","Tuesday, November 4, 2025 3:11 PM","13.9","153.6","38.4",redacted,redacted
"redacted","COMPLETED","Wednesday, November 5, 2025 10:07 PM","7.1","76.8","19.2",redacted,redacted
"redacted","COMPLETED","Wednesday, November 5, 2025 7:32 PM","10.9","117.6","29.4",redacted,redacted
"redacted","COMPLETED","Wednesday, November 5, 2025 8:39 PM","19.4","220.0","55.0",redacted,redacted
"redacted","COMPLETED","Wednesday, November 5, 2025 5:15 PM","9.4","150.0","25.0",redacted,redacted
"redacted","COMPLETED","Thursday, November 6, 2025 6:54 AM","16.0","229.2","44.8",redacted,redacted
"redacted","COMPLETED","Wednesday, November 5, 2025 6:21 PM","8.4","88.0","22.0",redacted,redacted
"redacted","COMPLETED","Thursday, November 6, 2025 6:26 AM","6.7","73.6","18.4",redacted,redacted
"redacted","CUSTOMER CANCELLED","Wednesday, November 5, 2025 8:20 PM","0.0","0.0","0.0",redacted,redacted
"redacted","COMPLETED","Thursday, November 6, 2025 9:15 PM","16.1","180.0","45.0",redacted,redacted
"redacted","CUSTOMER CANCELLED","Thursday, November 6, 2025 6:10 PM","0.0","0.0","0.0",redacted,redacted
"redacted","COMPLETED","Thursday, November 6, 2025 8:04 AM","5.7","66.4","16.6",redacted,redacted
"redacted","COMPLETED","Thursday, November 6, 2025 5:21 PM","16.4","184.8","46.2",redacted,redacted
"redacted","COMPLETED","Thursday, November 6, 2025 8:03 PM","10.6","114.4","28.6",redacted,redacted
"redacted","COMPLETED","Thursday, November 6, 2025 6:23 PM","14.8","164.8","41.2",redacted,redacted
"redacted","DRIVER CANCELLED","Thursday, November 6, 2025 10:47 AM","0.0","0.0","0.0",redacted,redacted
"redacted","COMPLETED","Thursday, November 6, 2025 8:39 PM","7.9","82.4","20.6",redacted,redacted
"redacted","DRIVER CANCELLED","Thursday, November 6, 2025 8:35 AM","0.0","0.0","0.0",redacted,redacted
"redacted","COMPLETED","Friday, November 7, 2025 9:44 AM","16.8","188.8","47.2",redacted,redacted
"redacted","COMPLETED","Friday, November 7, 2025 8:23 AM","26.5","304.8","76.2",redacted,redacted
"redacted","COMPLETED","Friday, November 7, 2025 11:44 AM","4.0","54.4","13.6",redacted,redacted
"redacted","DRIVER CANCELLED","Tuesday, November 11, 2025 8:42 PM","0.0","0.0","0.0",redacted,redacted
"redacted","COMPLETED","Tuesday, November 11, 2025 10:31 PM","12.0","131.2","32.8",redacted,redacted
"redacted","COMPLETED","Tuesday, November 11, 2025 9:05 PM","9.0","95.2","23.8",redacted,redacted
"redacted","DRIVER CANCELLED","Tuesday, November 11, 2025 11:07 PM","0.0","0.0","0.0",redacted,redacted
"redacted","CUSTOMER CANCELLED","Tuesday, November 11, 2025 9:42 PM","0.0","0.0","0.0",redacted,redacted
"redacted","COMPLETED","Tuesday, November 11, 2025 4:31 PM","10.2","109.6","27.4",redacted,redacted
"redacted","COMPLETED","Tuesday, November 11, 2025 11:31 PM","16.3","183.2","45.8",redacted,redacted
"redacted","DRIVER CANCELLED","Tuesday, November 11, 2025 8:49 PM","0.0","0.0","0.0",redacted,redacted
"redacted","DRIVER CANCELLED","Tuesday, November 11, 2025 8:47 PM","0.0","0.0","0.0",redacted,redacted
"redacted","COMPLETED","Tuesday, November 11, 2025 5:37 PM","13.9","153.6","38.4",redacted,redacted
"redacted","CUSTOMER CANCELLED","Wednesday, November 12, 2025 12:30 AM","0.0","0.0","0.0",redacted,redacted
"redacted","DRIVER CANCELLED","Tuesday, November 11, 2025 8:48 PM","0.0","0.0","0.0",redacted,redacted
"redacted","COMPLETED","Wednesday, November 12, 2025 6:09 PM","6.9","75.2","18.8",redacted,redacted
"redacted","COMPLETED","Wednesday, November 12, 2025 5:46 PM","3.3","49.6","12.4",redacted,redacted
"redacted","COMPLETED","Wednesday, November 12, 2025 9:37 PM","2.9","46.4","11.6",redacted,redacted
"redacted","COMPLETED","Wednesday, November 12, 2025 7:44 PM","7.0","76.0","19.0",redacted,redacted
"redacted","COMPLETED","Wednesday, November 12, 2025 6:52 PM","5.0","61.6","15.4",redacted,redacted
"redacted","DRIVER CANCELLED","Wednesday, November 12, 2025 8:20 PM","0.0","0.0","0.0",redacted,redacted
"redacted","COMPLETED","Wednesday, November 12, 2025 9:58 PM","8.7","92.0","23.0",redacted,redacted
"redacted","COMPLETED","Wednesday, November 12, 2025 10:52 PM","4.4","57.6","14.4",redacted,redacted
"redacted","COMPLETED","Wednesday, November 12, 2025 10:25 PM","9.8","104.0","26.0",redacted,redacted
"redacted","COMPLETED","Wednesday, November 12, 2025 4:49 PM","10.7","116.0","29.0",redacted,redacted
"redacted","COMPLETED","Wednesday, November 12, 2025 7:24 PM","3.9","53.6","13.4",redacted,redacted
"redacted","COMPLETED","Thursday, November 13, 2025 9:42 PM","12.1","132.0","33.0",redacted,redacted
"redacted","COMPLETED","Thursday, November 13, 2025 11:05 PM","5.1","62.4","15.6",redacted,redacted
"redacted","COMPLETED","Thursday, November 13, 2025 8:51 PM","17.0","191.2","47.8",redacted,redacted
"redacted","COMPLETED","Friday, November 14, 2025 7:38 AM","12.1","132.8","33.2",redacted,redacted
"redacted","DRIVER CANCELLED","Thursday, November 13, 2025 11:21 PM","0.0","0.0","0.0",redacted,redacted
"redacted","DRIVER CANCELLED","Thursday, November 13, 2025 8:36 PM","0.0","0.0","0.0",redacted,redacted
"redacted","COMPLETED","Thursday, November 13, 2025 10:53 PM","2.3","61.6","10.4",redacted,redacted
"redacted","COMPLETED","Friday, November 14, 2025 7:06 AM","9.6","121.6","25.4",redacted,redacted
"redacted","COMPLETED","Thursday, November 13, 2025 10:15 PM","1.8","40.0","10.0",redacted,redacted
"redacted","COMPLETED","Thursday, November 13, 2025 10:26 PM","7.4","78.4","19.6",redacted,redacted
"redacted","CUSTOMER CANCELLED","Friday, November 14, 2025 11:23 AM","0.0","0.0","0.0",redacted,redacted
"redacted","COMPLETED","Friday, November 14, 2025 4:51 PM","12.2","134.4","33.6",redacted,redacted
"redacted","DRIVER CANCELLED","Friday, November 14, 2025 4:41 PM","0.0","0.0","0.0",redacted,redacted
"redacted","COMPLETED","Friday, November 14, 2025 9:45 AM","10.9","117.6","29.4",redacted,redacted
"redacted","COMPLETED","Friday, November 14, 2025 11:39 AM","5.6","65.6","16.4",redacted,redacted
"redacted","COMPLETED","Friday, November 14, 2025 8:31 AM","8.8","105.6","23.4",redacted,redacted
"redacted","COMPLETED","Friday, November 14, 2025 11:08 AM","2.2","40.8","10.2",redacted,redacted
"redacted","COMPLETED","Friday, November 14, 2025 10:44 AM","6.0","68.8","17.2",redacted,redacted
"redacted","COMPLETED","Friday, November 14, 2025 9:06 AM","1.8","40.0","10.0",redacted,redacted
"redacted","COMPLETED","Friday, November 14, 2025 9:21 AM","4.7","59.2","14.8",redacted,redacted
"redacted","COMPLETED","Friday, November 14, 2025 10:25 AM","4.2","66.0","14.0",redacted,redacted
"redacted","COMPLETED","Monday, November 17, 2025 8:39 AM","10.2","109.6","27.4",redacted,redacted
"redacted","COMPLETED","Monday, November 17, 2025 8:11 AM","8.6","90.4","22.6",redacted,redacted
"redacted","COMPLETED","Monday, November 17, 2025 9:21 AM","12.5","137.6","34.4",redacted,redacted
"redacted","CUSTOMER CANCELLED","Monday, November 17, 2025 11:02 AM","0.0","0.0","0.0",redacted,redacted
"redacted","COMPLETED","Monday, November 17, 2025 12:30 PM","11.7","197.2","31.8",redacted,redacted
"redacted","COMPLETED","Monday, November 17, 2025 1:16 PM","8.3","86.4","21.6",redacted,redacted
"redacted","DRIVER CANCELLED","Monday, November 17, 2025 12:28 PM","0.0","0.0","0.0",redacted,redacted
"redacted","COMPLETED","Monday, November 17, 2025 11:27 AM","4.7","59.2","14.8",redacted,redacted
"redacted","COMPLETED","Tuesday, November 18, 2025 7:11 AM","21.6","246.4","61.6",redacted,redacted
"redacted","COMPLETED","Monday, November 17, 2025 11:51 AM","8.0","83.2","20.8",redacted,redacted
"redacted","COMPLETED","Monday, November 17, 2025 10:05 AM","9.3","99.2","24.8",redacted,redacted
"redacted","COMPLETED","Monday, November 17, 2025 11:03 AM","6.2","70.4","17.6",redacted,redacted
"redacted","DRIVER CANCELLED","Tuesday, November 18, 2025 1:27 PM","0.0","0.0","0.0",redacted,redacted
"redacted","DRIVER CANCELLED","Tuesday, November 18, 2025 8:47 AM","0.0","0.0","0.0",redacted,redacted
"redacted","COMPLETED","Tuesday, November 18, 2025 3:34 PM","11.5","125.6","31.4",redacted,redacted
"redacted","COMPLETED","Tuesday, November 18, 2025 8:11 PM","3.4","49.6","12.4",redacted,redacted
"redacted","DRIVER CANCELLED","Tuesday, November 18, 2025 4:11 PM","0.0","0.0","0.0",redacted,redacted
"redacted","COMPLETED","Tuesday, November 18, 2025 1:41 PM","5.2","62.4","15.6",redacted,redacted
"redacted","COMPLETED","Tuesday, November 18, 2025 7:29 PM","9.6","102.4","25.6",redacted,redacted
"redacted","DRIVER CANCELLED","Tuesday, November 18, 2025 1:18 PM","0.0","0.0","0.0",redacted,redacted
"redacted","COMPLETED","Tuesday, November 18, 2025 7:03 PM","7.2","77.6","19.4",redacted,redacted
"redacted","DRIVER CANCELLED","Tuesday, November 18, 2025 12:07 PM","0.0","0.0","0.0",redacted,redacted
"redacted","COMPLETED","Tuesday, November 18, 2025 2:16 PM","8.6","90.4","22.6",redacted,redacted
"redacted","DRIVER CANCELLED","Tuesday, November 18, 2025 10:09 AM","0.0","0.0","0.0",redacted,redacted
"redacted","COMPLETED","Tuesday, November 18, 2025 11:38 AM","6.0","68.8","17.2",redacted,redacted
"redacted","DRIVER CANCELLED","Tuesday, November 18, 2025 11:02 AM","0.0","0.0","0.0",redacted,redacted
"redacted","COMPLETED","Tuesday, November 18, 2025 9:29 AM","14.3","159.2","39.8",redacted,redacted
"redacted","DRIVER CANCELLED","Wednesday, November 19, 2025 7:59 AM","0.0","0.0","0.0",redacted,redacted
"redacted","COMPLETED","Tuesday, November 18, 2025 12:09 PM","3.5","51.2","12.8",redacted,redacted
"redacted","DRIVER CANCELLED","Tuesday, November 18, 2025 8:04 PM","0.0","0.0","0.0",redacted,redacted
"redacted","COMPLETED","Tuesday, November 18, 2025 10:26 AM","10.0","107.2","26.8",redacted,redacted
"redacted","COMPLETED","Tuesday, November 18, 2025 2:44 PM","11.3","122.4","30.6",redacted,redacted
"redacted","DRIVER CANCELLED","Tuesday, November 18, 2025 11:09 AM","0.0","0.0","0.0",redacted,redacted
"redacted","COMPLETED","Tuesday, November 18, 2025 5:30 PM","22.3","255.2","63.8",redacted,redacted
"redacted","COMPLETED","Tuesday, November 18, 2025 9:05 AM","9.9","105.6","26.4",redacted,redacted
"redacted","CUSTOMER CANCELLED","Tuesday, November 18, 2025 3:32 PM","0.0","0.0","0.0",redacted,redacted
"redacted","DRIVER CANCELLED","Tuesday, November 18, 2025 11:13 AM","0.0","0.0","0.0",redacted,redacted
"redacted","COMPLETED","Tuesday, November 18, 2025 4:13 PM","2.5","44.0","11.0",redacted,redacted
"redacted","COMPLETED","Tuesday, November 18, 2025 4:51 PM","8.6","90.4","22.6",redacted,redacted
"redacted","COMPLETED","Tuesday, November 18, 2025 8:25 AM","7.8","109.4","20.6",redacted,redacted
"redacted","COMPLETED","Wednesday, November 19, 2025 4:33 PM","4.0","54.4","13.6",redacted,redacted
"redacted","COMPLETED","Wednesday, November 19, 2025 11:05 AM","3.8","52.8","13.2",redacted,redacted
"redacted","COMPLETED","Wednesday, November 19, 2025 10:51 AM","2.0","40.0","10.0",redacted,redacted
"redacted","COMPLETED","Wednesday, November 19, 2025 3:33 PM","4.2","56.0","14.0",redacted,redacted
"redacted","DRIVER CANCELLED","Wednesday, November 19, 2025 10:36 AM","0.0","0.0","0.0",redacted,redacted
"redacted","DRIVER CANCELLED","Wednesday, November 19, 2025 8:07 AM","0.0","0.0","0.0",redacted,redacted
"redacted","DRIVER CANCELLED","Wednesday, November 19, 2025 10:25 AM","0.0","0.0","0.0",redacted,redacted
"redacted","COMPLETED","Wednesday, November 19, 2025 1:47 PM","8.2","85.6","21.4",redacted,redacted
"redacted","COMPLETED","Wednesday, November 19, 2025 9:16 AM","12.0","131.2","32.8",redacted,redacted
"redacted","COMPLETED","Wednesday, November 19, 2025 9:48 AM","10.7","116.0","29.0",redacted,redacted
"redacted","COMPLETED","Wednesday, November 19, 2025 4:56 PM","6.3","132.2","17.8",redacted,redacted
"redacted","COMPLETED","Wednesday, November 19, 2025 3:51 PM","11.4","124.8","31.2",redacted,redacted
"redacted","COMPLETED","Wednesday, November 19, 2025 8:38 AM","10.1","108.8","27.2",redacted,redacted
"redacted","COMPLETED","Wednesday, November 19, 2025 8:13 AM","6.5","92.0","18.0",redacted,redacted
"redacted","COMPLETED","Wednesday, November 19, 2025 2:59 PM","6.4","72.0","18.0",redacted,redacted
"redacted","CUSTOMER CANCELLED","Wednesday, November 19, 2025 3:27 PM","0.0","0.0","0.0",redacted,redacted
"redacted","DRIVER CANCELLED","Wednesday, November 19, 2025 10:36 AM","0.0","0.0","0.0",redacted,redacted
"redacted","COMPLETED","Wednesday, November 19, 2025 7:50 PM","8.1","84.8","21.2",redacted,redacted
"redacted","CUSTOMER CANCELLED","Wednesday, November 19, 2025 7:16 PM","0.0","0.0","0.0",redacted,redacted
"redacted","COMPLETED","Wednesday, November 19, 2025 8:25 PM","13.3","147.2","36.8",redacted,redacted
"redacted","COMPLETED","Wednesday, November 19, 2025 11:56 AM","36.7","428.0","107.0",redacted,redacted
"redacted","CUSTOMER CANCELLED","Wednesday, November 19, 2025 10:40 AM","0.0","0.0","0.0",redacted,redacted
"redacted","COMPLETED","Wednesday, November 19, 2025 5:32 PM","8.6","90.4","22.6",redacted,redacted
"redacted","COMPLETED","Friday, November 21, 2025 7:22 AM","16.5","185.6","46.4",redacted,redacted
"redacted","CUSTOMER CANCELLED","Thursday, November 20, 2025 10:27 PM","0.0","0.0","0.0",redacted,redacted
"redacted","COMPLETED","Thursday, November 20, 2025 8:12 PM","13.6","150.4","37.6",redacted,redacted
"redacted","CUSTOMER CANCELLED","Thursday, November 20, 2025 7:31 PM","0.0","0.0","0.0",redacted,redacted
"redacted","COMPLETED","Thursday, November 20, 2025 7:37 PM","8.1","84.0","21.0",redacted,redacted
"redacted","CUSTOMER CANCELLED","Friday, November 21, 2025 7:17 AM","0.0","0.0","0.0",redacted,redacted
"redacted","COMPLETED","Thursday, November 20, 2025 9:23 PM","7.8","81.6","20.4",redacted,redacted
"redacted","COMPLETED","Thursday, November 20, 2025 6:22 PM","10.4","112.0","28.0",redacted,redacted
"redacted","COMPLETED","Friday, November 21, 2025 7:32 PM","7.2","177.6","19.4",redacted,redacted
"redacted","COMPLETED","Friday, November 21, 2025 2:52 PM","12.0","131.2","32.8",redacted,redacted
"redacted","COMPLETED","Friday, November 21, 2025 8:33 PM","14.8","164.8","41.2",redacted,redacted
"redacted","COMPLETED","Friday, November 21, 2025 6:55 PM","9.1","96.8","24.2",redacted,redacted
"redacted","COMPLETED","Friday, November 21, 2025 8:56 AM","11.4","124.0","31.0",redacted,redacted
"redacted","COMPLETED","Friday, November 21, 2025 4:20 PM","17.8","200.8","50.2",redacted,redacted
"redacted","DRIVER CANCELLED","Friday, November 21, 2025 2:23 PM","0.0","0.0","0.0",redacted,redacted
"redacted","DRIVER CANCELLED","Friday, November 21, 2025 2:06 PM","0.0","0.0","0.0",redacted,redacted
"redacted","COMPLETED","Friday, November 21, 2025 10:41 AM","2.7","45.6","11.4",redacted,redacted
"redacted","COMPLETED","Friday, November 21, 2025 9:19 PM","7.5","79.2","19.8",redacted,redacted
"redacted","COMPLETED","Friday, November 21, 2025 12:58 PM","7.7","89.8","20.2",redacted,redacted
"redacted","COMPLETED","Friday, November 21, 2025 10:05 AM","4.6","58.4","14.6",redacted,redacted
"redacted","COMPLETED","Friday, November 21, 2025 11:23 AM","12.1","132.8","33.2",redacted,redacted
"redacted","COMPLETED","Friday, November 21, 2025 5:31 PM","10.9","118.4","29.6",redacted,redacted
"redacted","COMPLETED","Friday, November 21, 2025 9:30 AM","6.8","74.4","18.6",redacted,redacted
"redacted","COMPLETED","Monday, November 24, 2025 8:42 PM","6.7","73.6","18.4",redacted,redacted
"redacted","COMPLETED","Tuesday, November 25, 2025 6:23 AM","14.6","162.4","40.6",redacted,redacted
"redacted","COMPLETED","Monday, November 24, 2025 7:15 PM","7.4","79.2","19.8",redacted,redacted
"redacted","COMPLETED","Tuesday, November 25, 2025 7:24 AM","9.0","95.2","23.8",redacted,redacted
"redacted","COMPLETED","Monday, November 24, 2025 7:52 PM","10.7","116.0","29.0",redacted,redacted
"redacted","COMPLETED","Monday, November 24, 2025 6:01 PM","8.5","89.6","22.4",redacted,redacted
"redacted","COMPLETED","Tuesday, November 25, 2025 11:26 AM","10.3","110.4","27.6",redacted,redacted
"redacted","COMPLETED","Tuesday, November 25, 2025 11:59 AM","2.9","46.4","11.6",redacted,redacted
"redacted","CUSTOMER CANCELLED","Tuesday, November 25, 2025 9:29 PM","0.0","0.0","0.0",redacted,redacted
"redacted","COMPLETED","Tuesday, November 25, 2025 8:52 AM","10.9","117.6","29.4",redacted,redacted
"redacted","CUSTOMER CANCELLED","Tuesday, November 25, 2025 11:17 AM","0.0","0.0","0.0",redacted,redacted
"redacted","COMPLETED","Tuesday, November 25, 2025 9:53 AM","4.5","107.6","14.4",redacted,redacted
"redacted","COMPLETED","Tuesday, November 25, 2025 10:23 AM","6.1","69.6","17.4",redacted,redacted
"redacted","COMPLETED","Tuesday, November 25, 2025 4:59 PM","8.9","94.4","23.6",redacted,redacted
"redacted","COMPLETED","Tuesday, November 25, 2025 3:21 PM","12.2","133.6","33.4",redacted,redacted
"redacted","COMPLETED","Tuesday, November 25, 2025 12:54 PM","9.4","100.0","25.0",redacted,redacted
"redacted","CUSTOMER CANCELLED","Tuesday, November 25, 2025 8:03 PM","0.0","0.0","0.0",redacted,redacted
"redacted","COMPLETED","Tuesday, November 25, 2025 10:56 AM","3.1","48.0","12.0",redacted,redacted
"redacted","CUSTOMER CANCELLED","Tuesday, November 25, 2025 12:20 PM","0.0","0.0","0.0",redacted,redacted
"redacted","COMPLETED","Tuesday, November 25, 2025 4:12 PM","9.4","100.0","25.0",redacted,redacted
"redacted","DRIVER CANCELLED","Tuesday, November 25, 2025 12:35 PM","0.0","0.0","0.0",redacted,redacted
"redacted","COMPLETED","Tuesday, November 25, 2025 8:10 PM","21.2","240.8","60.2",redacted,redacted
"redacted","COMPLETED","Thursday, November 27, 2025 2:03 PM","2.2","41.6","10.4",redacted,redacted
"redacted","DRIVER CANCELLED","Thursday, November 27, 2025 4:27 PM","0.0","0.0","0.0",redacted,redacted
"redacted","CUSTOMER CANCELLED","Thursday, November 27, 2025 9:06 AM","0.0","0.0","0.0",redacted,redacted
"redacted","COMPLETED","Thursday, November 27, 2025 8:00 AM","9.9","106.4","26.6",redacted,redacted
"redacted","COMPLETED","Thursday, November 27, 2025 6:50 PM","15.0","167.2","41.8",redacted,redacted
"redacted","COMPLETED","Thursday, November 27, 2025 10:36 AM","3.8","52.8","13.2",redacted,redacted
"redacted","CUSTOMER CANCELLED","Thursday, November 27, 2025 4:10 PM","0.0","0.0","0.0",redacted,redacted
"redacted","COMPLETED","Thursday, November 27, 2025 3:28 PM","13.7","152.0","38.0",redacted,redacted
"redacted","COMPLETED","Thursday, November 27, 2025 8:54 AM","0.9","40.0","10.0",redacted,redacted
"redacted","COMPLETED","Thursday, November 27, 2025 2:38 PM","12.1","132.0","33.0",redacted,redacted
"redacted","COMPLETED","Thursday, November 27, 2025 9:08 AM","14.4","160.0","40.0",redacted,redacted
"redacted","COMPLETED","Thursday, November 27, 2025 1:40 PM","6.2","70.4","17.6",redacted,redacted
"redacted","DRIVER CANCELLED","Thursday, November 27, 2025 9:57 AM","0.0","0.0","0.0",redacted,redacted
"redacted","COMPLETED","Thursday, November 27, 2025 12:57 PM","8.2","85.6","21.4",redacted,redacted
"redacted","COMPLETED","Thursday, November 27, 2025 9:58 AM","12.7","140.0","35.0",redacted,redacted
"redacted","DRIVER CANCELLED","Thursday, November 27, 2025 11:04 AM","0.0","0.0","0.0",redacted,redacted
"redacted","DRIVER CANCELLED","Thursday, November 27, 2025 2:21 PM","0.0","0.0","0.0",redacted,redacted
"redacted","DRIVER CANCELLED","Thursday, November 27, 2025 4:03 PM","0.0","0.0","0.0",redacted,redacted
